用户昵称,分类,评价日期,评论
浩***s,黑色,07.18,风扇很好，风力足，选择多，静音模式相对要安静些，性价比很高    07.18
小***坑,黑色,07.25,还不错，风机也挺大的，性价比挺好的    07.25
伟***儿,黑色,07.28,用物美价廉来概括吧    07.28
t***3,黑色,07.26,很满意，摇空方便，且还有静音开关    07.26
朱***伦,黑色,07.28,好，风力很大，声音很小！    07.28
我***妹,黑色,07.29,真心觉得好，又静音。    07.29
p***c,黑色,07.26,风力大、实用，全5星    07.26
t***4,黑色,07.24,服务态度很好，风扇不错。下次再买就选择他家咯。    07.24
t***5,黑色,07.06,风扇很好，回来就安装用了，感觉很不错，家电都是美的的牌子，下次还会购买，小楠客服也很贴心的，        07.06解释：亲，您是个非常好的顾客，感谢您喜欢我们的产品，希望它能给您的生活带来欢乐！亲在使用中有任何疑问，随时联系我们，相信我们会做的更好，用心打造品牌~！
r***0,黑色,07.29,风扇不错～用了一段时间    07.29
羊***7,黑色,07.24,正品 ，跟在实体店里面一样，还有质量保证店家的服务也非常好，值得推荐    07.24
h***女,黑色,07.26,用着还不错。夏天必备    07.26
t***6,黑色,07.27,第二次购买了，感觉还可以    07.27
t***1,黑色,07.14,这个电风扇很好，很静音，还带摇控器，风速可调节，非常的捧，和描述的一样，包装完好无损，给好评了，下次还会光顾。            07.14
t***0,黑色,07.09,宝贝收到了，风好大声音小，鸭梨妹妹服务态度很好，又一次愉快的购物☺            07.09解释：感谢您对美的环境电器官方旗舰店的认可和支持，我们将会秉承“顾客第一，服务第一”的宗旨，全心全意为您服务，再次感谢您的光临！祝亲购物愉快、事事顺心，工作顺利！~~
t***5,黑色,07.22,风扇质量很好，价格也便宜，性价比很高。    07.22
t***8,黑色,05.08,  初次评价: 05.08此用户没有填写评论!      收货93天后追加： 遥控很方便，没什么声音，值得购买    
杏***士,黑色,07.21,这个牌子已经买了几个，质量一直都很好，永远支持民族品牌    07.21
爱***g,黑色,07.28,发货速度快，宝贝很不错，噪音小，好评。    07.28
大***7,黑色,07.25,  初次评价: 07.25此用户没有填写评论!      收货5天后追加： 宝贝很好，遥控器很满意。    
k***7,黑色,07.13,前段时间买的美的这款电扇，觉得很好用，果断又下手买一台，一样的好，声音很小以前家里的电扇声音很大，晚上睡觉的时候很吵，这款一点也不觉得吵，风力有好几档也可以定时，，功能很强大，相信美的大品牌的品质，好用        07.13
侍***鸟,黑色,07.25,质量很好，这是今年买的第二台，好评    07.25解释：亲爱的，很高兴您选择美的宝贝成为您家庭中的一员，我们的的服务宗旨是：买的开心、用的舒心、售后放心、有任何不明白的随时联系我们的在线客服或者拨打我们的售后400-889-9315电话咨询哦~！祝亲和亲的家人生活愉快，幸福美满~！
t***0,黑色,07.26,老牌子，还不错    07.26
t***7,黑色,07.24,还不错，遥控也挺好用的，我家还有一台差不多，只是开关不怎么方便的也可以用    07.24
t***2,黑色,07.24,还不错，噪音小，风速大，很满意    07.24
爱***5,黑色,07.24,  初次评价: 07.24很好用，买了3个的      收货6天后追加： 手抖点快了，5星好评    
a***9,黑色,07.24,蛮好的，第二次购买了    07.24
霸***9,黑色,07.19,好，风很柔和，特别舒服！价格特别优美，我很喜欢，以后还开你家买！    07.19
t***7,黑色,07.02,风扇已经收到了，声音很小，风也挺大的，暂时没有什么问题，很满意                07.02解释：感谢您对美的环境电器官方旗舰店的认可和支持，我们将会秉承“顾客第一，服务第一”的宗旨，全心全意为您服务，再次感谢您的光临！祝亲购物愉快、事事顺心，工作顺利！~~
x***3,黑色,07.28,第二个，还是很不错的    07.28
蔡***3,黑色,07.26,风力大   静音    好评    07.26
a***3,黑色,07.28,好，风力很大。很喜欢    07.28
j***1,黑色,07.01,对美的的产品定位，还是比较符合我的心理需求的，实用，够用，价格中肯            07.01解释：首先谢谢您的支持与肯定，如果在使用的过程中有需要我们帮助的地方，随时联系我们的在线客服。您的满意就是对我们的强大鼓舞，我们会做的更好，欢迎您再来！
哭***熊,黑色,07.21,包装仔细，安装方便，一档风都很大，噪音小，美的的质量，没的说！    07.21
贤***戈,黑色,07.19,由于比较忙忘记评价了，电风扇不错，遥控器版本非常方便，模式挺多种，静音模式特别好    07.19
夏***空,黑色,07.26,不错  第二次买了    07.26
清***5,黑色,07.21,风扇不错，值得购买        07.21
y***x,黑色,07.23,挺好用的，对的起这个价格，静音模式真的是一点声音都没有，风的力度也刚好    07.23
t***1,黑色,07.24,厚实，不错    07.24
w***3,黑色,07.29,很不错，价格很实惠风力也很强    07.29
t***1,黑色,07.19,东西很好。质量也棒，颜值也高，性价比高下次还会来光顾的    07.19
r***1,黑色,07.25,好，凉爽，静音不错    07.25
t***3,黑色,07.13,宝贝已收到，十分钟不到就安装好了，风力很大吹起来感觉很舒服。声音也不大。真正的物美价廉。需要的朋友值得入手。另外草莓客服妹妹很贴心，赞一个。                        07.13
y***此,黑色,07.25,"一次愉快的购物    07.25解释：超级好的买家,感谢淘宝让我们有认识的机会;我们会信守承诺,先做人,后做事.交易虽然结束,服务才刚开始! 我们会用100%的诚心+100%的服务换取您200%的满意. 愿意用我认真的态度以及工作经验与大家分享!  祝您使用愉快哦！"
万***6,黑色,07.24,第二次购买了，这次是帮姐姐买的，她已经用了两天了，昨天打电话说真的不错，比超市的便宜而且很上档次，快递也非常给力。    07.24
点***感,黑色,07.27,一如既往的好！声音也很小，喜欢！    07.27
马***5,黑色,07.28,很好用，非常不错    07.28
北***道,黑色,07.24,很好风力也足好评哦    07.24
t***0,黑色,07.29,风力很大，也很美观    07.29
t***6,黑色,07.25,挺好！安装简单👍    07.25
t***3,黑色,07.25,还很好不错的选择    07.25
马***5,黑色,07.28,很好用，非常不错    07.28
z***9,黑色,07.26,非常好，风特别大    07.26
可***了,黑色,07.25,特别好 巴适得很    07.25解释：亲是个很好的顾客，谢谢您的诚恳评价！我们始终都在坚持，不仅要有好的产品品质，同样也要做到最优势的售后服务，随时为您解决问题，让您满意为止！如果您对产品有使用不明白的地方，可以随时联系我们的在线客服，竭诚为您服务！
h***y,黑色,05.16,  初次评价: 05.16此用户没有填写评论!      收货71天后追加： 很好👍风大声小    
秋***灵,黑色,07.24,特别好，风力十足    07.24
j***1,黑色,07.12,收到货了，质量很好，物流也很快 很满意的一次购物！    07.12
超***9,黑色,07.18,风扇还是很好用的，不晃，外观也很大气    07.18
人***2,黑色,07.24,这是我第一次网上购买家电，美的大品牌，值得信赖    07.24
小***1,黑色,07.18,迟到的评价     真的不错哦(´-ω-`)  风大   静音   关键是好看(｡･ω･｡)ﾉ♡    07.18
w***8,黑色,07.22,  初次评价: 07.22此用户没有填写评论!      收货17天后追加： 用了一段时间了 挺好的 声音不大 风速很大 遥控器也很灵敏  不愧是大品牌    
m***1,黑色,07.19,电扇不错，风力挺大，价格实惠，五星好评！    07.19
t***5,黑色,07.26,电扇收到了，很满意，一直信赖的品牌    07.26
周***0,黑色,07.29,商品：风大，质量好，静音，不错的选择服务：好..    07.29
私***室,黑色,07.25,都很好，合作愉快    07.25
y***1,黑色,07.03,  初次评价: 07.03此用户没有填写评论!      收货28天后追加： 大品牌质量就是不错，价格还那么实惠        
疯***1,黑色,07.11,宝贝很好，风大静音，带遥控器很好用，一次满意的购物                07.11解释：亲，您是个非常好的顾客，感谢您喜欢我们的产品，希望它能给您的生活带来欢乐！亲在使用中有任何疑问，随时联系我们，相信我们会做的更好，用心打造品牌~！
t***0,黑色,07.26,相信老牌子    07.26
t***6,黑色,07.26,电扇好用物流快小哥态度好评五分吧    07.26
c***1,黑色,07.24,买第四个了，真的不错    07.24
t***7,黑色,07.06,电风扇收到了，拼装简单，风速有三个档位，而且没什么声音，很满意。            07.06解释：衷心感谢您的惠顾与信任，希望我们的真诚和热情能带给您灿烂的笑容，美丽的心情，期待您的再次光临！
